	M23588MILK	M24590MO1	M24527MO1	M24358MO1	M24440MILK	M23619MO6	M24087MO1	M23989MO6	M24539MO1	M24575MILK	M2440MO1	M25262MO1	M24607MO1	M23788MO6	M23113MILK	M22258MILK	M21954MO1	M24382MO1	M23557MILK	M23378MO1	M23910MILK	M22281MO6	M23971MILK	M23315MILK	M23497MILK	M23625MILK	M23912MILK	M22014MILK	M22114MILK	M23927MILK	M22049MILK	M22025MILK	M23472MILK	M21991MO6	M23431MO6	M23978MO1	M22114MO1	M22049MO1	M24250MO6	M23111MILK	M24539MO6	M24239MO6	M21909MO6	M22999MO1	M23515MO1	M22368MILK	M24416MILK	M22507MO6	M23141MO1	M22600MO6	M24250MO1	M23203MO1	M23521MILK	M23252MO1	M22999MO6	M24430MO6	M24690MO6	M25290MO6	M22507MILK	M22368MO1	M23278MO6	M21969MO6	M22200MO6	M23773MO1	M23278MILK	M22976MO6	M23521MO6	M24466MO6	M23802MO1	M23378MO6	M21864MO6	M23773MO6	M22254MO1	M23468MILK	M22976MILK	M23772MO6	M24714MO1	M23141MILK	M23927MO6	M24482MO1	M23625MO6	M23361MO6	M23493MO6	M23690MO1	M22631MILK	M21971MO1	M23496MO6	M22678MO1	M22631MO1	M23978MILK	M23203MILK	M23361MILK	M40027MO1	M23515MO6	M25003MO1	M23252MO6	M24377MO1	M24123MO6	M22312MO6	M22239MO6	M22114MO6	M23910MO6	M22671MO6	M24326MO1	M23778MILK	M22281MILK	M25027MO6	M21971MILK	M23690MO6	M23971MO6	M23802MO6	M21954MILK	M23828MILK	M24017MILK	M23772MILK	M23537MO6	M24885MO6.MAY	M22999MILK	M23472MO6	M23203MO6	M24527MO6	M24087MILK	M24734MO6	M24429MO6	M24885MO6.JAN	M21942MO6	M25262MO6	M22751MILK	M22800MO6	M24405MO6	M23927MO1	M25183MO6	M25142MO6	M24590MO6	M23113MO1	M22239MO1	M24416MO1	M23993MO1	M23405MILK	M23111MO1	M22600MO1	M22751MO6	M30004MO6	M24963MO6	M24754MO1	M24087MO6	M24754MO6	M22779MO1	M22799MO6	M23670MO6	M24060MO1	M23557MO1	M22254MILK	M24482MO6	M24492MO1	M22582MO1	M23588MO1	M24057MO1	M22310MO1	M23910MO1	M23557MO6	M21954MO6	M22310MO6	M23493MILK	M23670MO1	M22098MO1	M24396MO1	M23670MILK	M23378MILK	M23922MO1	M23090MO6	M23989MO1	M22620MO6	M22751MO1	M22800MO1	M23995MILK	M22671MO1	M23619MO1	M22014MO1	M23705MO6	M23472MO1	M24396MO6	M21950MO6	M40027MO6	M25237MO1	M23269MO1	M23978MO6	M23373MO1	M24416MO6	M24483MO1	M23537MO1	M22014MO6	M24888MO1	M22254MO6	M30004MO1	M22678MO6	M24714MO6	M30007MO1	M23468MO1	M23693MO1	M22726MO1	M24466MO1	M22800MILK	M25188MO6	M24607MILK	M23269MILK	M24237MO6	M24572MO1	M23054MO1	M24017MO1	M24405MO1	M23243MO1	M22049MO6	M24542MO6	M24731MO6	M21909MO1	M22976MO1	M23912MO1	M23090MO1	M21950MILK	M22620MO1	M24326MO6	M25159MO6	M22098MO6	M21942MILK	M25154MO6	M24239MO1	M23278MO1	M22784MO6	M23041MO1	M22507MO1	M30009MO1	M24430MO1	M24731MO1	M22368MO6	M22410MO6	M25069MO6	M23962MO1	M23041MILK	M21900MO6	M30009MO6	M22200MILK	M24575MO6	M23373MO6	M23405MO1	M25142MO1	M24719MO6	M23090MILK	M23922MO6	M23588MO6	M23111MO6	M23989MILK	M23477MILK	M22671MILK	M22726MILK	M23922MILK	M21950MO1	M22258MO1	M22498MO6	M22777MO1	M23497MO6	M22777MO6	M21983MO6	M24378MILK	M24377MO6	M22312MO1	M21900MO1	M23962MO6	M23243MO6	M23041MO6	M22098MILK	M23002MO1	M22781MO1	M23315MO6	M21909MILK	M30001MO1	M23586MO6	M23243MILK	M24326MILK	M22025MO1	M22582MILK	M21983MILK	M23148MO1	M23316MO1	M23619MILK	M22600MILK	M23054MO6	M21969MO1	M24440MO6	M23269MO6	M23586MO1	M24378MO6	M24057MO6	M23693MO6	M23802MILK	M22620MILK	M23690MILK	M23252MILK	M21942MO1	M24239MILK	M24690MO1	M23995MO1	M24835MO1	M21983MO1	M22312MILK	M24429MO1	M24250MILK	M23468MO6	M22200MO1	M24719MILK	M24396MILK	M24060MO6	M21991MO1	M24492MO6	M24676MO6	M21900MILK	M24676MO1	M23315MO1	M24731MILK	M22777MILK	M23772MO1	M23373MILK	M21978MILK	M24719MO1	M24163MO1	M24123MO1	M25183MO1	M23477MO6	M23788MO1	M23995MO6	M21864MILK	M23496MILK	M21991MILK	M23148MILK	M23537MILK	M25027MO1	M25159MO1	M24262MO6	M23912MO6	M23405MO6	M23521MO1	M25069MO1	M22726MO6	M24734MO1	M23625MO1	M24607MO6	M24430MILK	M23148MO6	M24885MO1	M23586MILK	M22678MILK	M22310MILK	M21978MO6	M24237MILK	M24575MO1	M25244MO6	M23113MO6	M22582MO6	M24057MILK	M22025MO6	M22784MILK	M25154MO1	M22410MILK	M24378MO1	M24358MO6	M23705MO1	M23431MILK	M23496MO1	M23477MO1	M23773MILK	M23639MILK	M22281MO1	M23002MILK	M30001MO6	M24181MO6	M24382MILK	M21969MILK	M24466MILK	M24572MILK	M23002MO6	M21864MO1	M21978MO1	M23971MO1	M24262MO1	M24405MILK	M22498MILK	M24163MO6	M22799MILK	M23054MILK	M22239MILK	M23705MILK	M24542MO1	M24382MO6	M23497MO1	M23431MO1	M24237MO1	M24492MILK	M22631MO6	M24835MO6	M24888MO6
NR_044235.1_Nocardioides_islandensis_strain_MSL_26_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044153.1_Veillonella_denticariosi_strain_RBV106_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	2	1	0	0	0	2	10	0	1	0	0	2064	8	3	2	0	0	0	0	1	0	0	0	0	1	3	238	2	0	9	0	1	0	27	0	1	0	0	0	2	0	0	0	46	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1162	0	0	8	6	0	0	0	0	491	1	0	1	0	2	0	1	1	2	0	0	0	2	135	0	0	1	2	0	0	1	4	0	0	0	7	2769	594	2711	3	0	13	0	1	0	1	0	0	0	0	0	0	0	0	3	418	1	0	0	151	0	0	0	0	2	58	0	21	4	0	0	0	0	53	0	0	0	0	0	0	3	0	0	1	0	0	0	0	30	1	0	1	6887	6	0	0	0	0	0	0	3	0	1	1	13	0	2	0	0	0	0	0	0	0	0	0	0	240	0	2484	11	0	0	0	1	0	0	0	0	2	0	0	0	0	10	0	0	0	13	1	0	0	0	0	1	0	0	0	0	0	0	0	2267	4	1	1	794	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	31	0	0	0	2755	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	49	0	0	0	942	80	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	173	0	0	0	3	1	260	2172	1799	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	17	0	3	2	0	0	1	0	0	0	11	0	2	1	0	0	0	0	0	0	268	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044006.1_Flavobacterium_terrigena_strain_DS-20_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043999.1_Cosenzaea_myxofaciens_strain_NCIMB_13273_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	27	0	0	0	17	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1576	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3337	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	117	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	192	22	0	0	0	0	0	0	1	232	1	0	0	0	0	0	0	0	0	43	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2994	0	0	1	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043680.1_{Clostridium}_aldenense_strain_RMA_9741_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	435	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	484	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	11712	0	0	0	0	0	0	124	0	0	0	0	2	2	0	0	0	0	105	0	52	0	1	0	0	0	0	28	0	0	173	0	0	0	0	0	367	0	0	0	26	0	0	0	551	1	0	0	0	0	0	1	0	0	0	0	0	9	0	1	165	0	0	0	0	0	0	0	0	0	1699	0	0	0	0	0	0	2531	0	0	0	0	1	7	0	0	6055	0	0	0	0	59	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	247	0	0	0	0	224	0	1	1	0	0	0	0	0	0	0	0	0	12	54	0	23	4	0	0	0	4	0	0	0	0	810	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	1	0	95	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	2207	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043464.1_Capnocytophaga_leadbetteri_strain_AHN8855_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043443.1_Aerococcus_urinaeequi_strain_IFO12173_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NR_043444.1_Cupriavidus_metallidurans_strain_DSM_2839_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043604.1_Campylobacter_concisus_strain_ATCC_33237_16S_ribosomal_RNA_gene__partial_sequence	0	29	17	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	138	3	0	0	8	2	9	0	5	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	3	4	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	19	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	289	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043551.1_Lactonifactor_longoviformis_strain_ED-Mt61_PYG-s6_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043515.1_Pseudolabrys_taiwanensis_strain_CC-BB4_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	59	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043470.1_Aeromonas_sharmana_strain_GPTSA-6_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043465.1_Demequina_aestuarii_strain_JC2054_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
